InChI_Key,species,SLN,SMILES,LogS,UnLogged_LogS,MW,MLOGP,Kh_first,UnLoggedKh_first,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,Dimethirimol,N(CH3)(CH3)C[10]=NC(=C(C(=N@10)CH3)CH2CH2CH2CH3)OH,CCCCc1c(C)nc(N(C)C)nc1O,-2.24,0.005754399,209.33,2.486,-23.85876005,1.38E-24,9.76991969,0.124675926,9.76991969,0.124675926,0.82245291,209.293,190.141,209.1528122,84,0,0.227853456,-0.492945822,0.492945822,0.227853456,1.266666667,1.933333333,2.4,16.26597665,10.09330895,2.105061378,-2.132326191,2.214134072,-2.137450319,5.377653452,0.441869993,2.986805043,313.6000733,11.42228525,9.910174726,9.910174726,7.05774931,5.296728149,5.296728149,3.909157764,3.909157764,2.360589502,2.360589502,1.412741888,1.412741888,-1.32,1891.322431,11.75309942,4.957368414,2.811743232,90.9793613,10.00643713,0,0,11.82832762,0,0,0,4.983978521,4.983978521,0,13.34455882,19.76538045,25.35272345,0,5.106527395,5.948339281,0,9.967957042,0,33.10993927,18.9952537,11.25737949,0,5.879988336,4.899909731,5.948339281,5.879988336,0,29.1698284,6.420821623,6.9237372,31.02275993,0,0,0,0,49.25,0,5.106527395,0,5.879988336,5.948339281,30.51984436,0,4.899909731,21.01908117,16.89169424,0,0,0,10.18596254,9.76991969,1.751944444,0.685091175,0,3.009184697,4.042481576,3.722082546,0.636363636,15,1,4,0,0,0,0,1,1,4,1,4,4,0,0,0,1,1.89922,61.3728,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKAPSXZOOQJIBF-UHFFFAOYSA-N,Hexachlorobenzene,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)Cl,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-7.56,2.75E-08,284.76,5.207,3.9633163,9190.016688,5.668765432,0.109012346,5.668765432,0.109012346,0.429142859,284.784,284.784,281.8131161,66,0,0.080957191,-0.080957191,0.080957191,0.080957191,0.333333333,0.416666667,0.5,35.50421014,10.339266,2.167216435,-2.056476063,2.454779788,-1.789704483,6.586478614,1.692097149,3.603567451,226.3030902,9.464101615,5.267786838,9.803360514,5.464101615,2.633893419,4.901680257,1.883893419,4.151680257,1.156232424,4.004411557,0.578116212,2.002205779,0.96,416.3143648,11.03716049,3.996461393,1.745179364,99.25100048,0,0,0,0,0,0,0,0,0,0,69.60563934,0,0,30.13579988,0,69.60563934,0,0,0,0,0,30.13579988,0,0,0,0,0,69.60563934,0,0,0,0,0,30.13579988,0,0,0,0,0,0,30.13579988,0,0,0,0,0,0,69.60563934,0,34.01259259,0,0.654074074,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,1,5.607,56.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGPAVAKSZHMBP-UHFFFAOYSA-N,9-Methylanthracene,C[1]HCH=CHCH=C[9]CH=C[12]CH=CHCH=CHC@12=C(C=@1@9)CH3,Cc1c2ccccc2cc2ccccc12,-5.89,1.29E-06,192.27,4.588,0.494296322,3.121018349,2.261574074,1.3275,2.261574074,1.3275,0.465683085,192.261,180.165,192.0939004,72,0,-0.014833075,-0.061629019,0.061629019,0.014833075,0.666666667,1.133333333,1.666666667,14.05314511,9.979812973,2.011035874,-2.062570695,2.266398739,-1.813037771,6.013577726,1.581953208,2.59796836,581.6567221,10.25071238,8.696152423,8.696152423,7.360173345,5.232050808,5.232050808,3.943838465,3.943838465,3.040597895,3.040597895,2.241372498,2.241372498,-1.82,4959.094332,8.485285194,3.094623447,1.218907543,89.1596743,0,0,0,0,0,0,0,0,0,0,48.53093655,40.09845262,0,0,0,21.54489686,0,0,0,6.9237372,0,60.16075511,0,0,0,0,0,0,0,0,6.9237372,5.563451492,54.59730362,0,21.54489686,0,0,0,0,0,0,0,0,27.10834835,0,0,61.52104082,0,0,0,0,5.370185185,1.378425926,0,19.38564815,0,2.199074074,0,0.066666667,15,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4.30142,66.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPJSUEIXXCENMM-UHFFFAOYSA-N,Phenacetin,NH(C[3]=CHCH=C(CH=CH@3)OCH2CH3)C(=O)CH3,CCOc1ccc(NC(C)=O)cc1,-2.333,0.004645153,179.24,1.68,-10.75790288,1.75E-11,10.68143227,-0.065592692,10.68143227,0.065592692,0.770678867,179.219,166.115,179.0946287,70,0,0.220747436,-0.493887434,0.493887434,0.220747436,1.384615385,2,2.461538462,16.47603719,10.27556789,1.949562604,-2.041764141,2.146300427,-2.048065,5.881091894,-0.113735601,2.635972641,279.4811493,9.681798276,7.833004439,7.833004439,6.219545353,4.225397411,4.225397411,2.638576315,2.638576315,1.485689114,1.485689114,1.004424093,1.004424093,-1.51,831.1135118,9.577032202,4.499571342,3.151287546,77.71610109,10.05365156,5.749511833,0,5.907179729,0,0,4.794537184,0,0,0,0,31.18920547,12.61112347,6.606881965,9.531400138,11.594566,0,0,0,13.8474744,11.92367057,24.26546827,0,5.749511833,10.05365156,5.687386275,5.749511833,0,12.51406169,4.794537184,0,13.8474744,24.26546827,0,0,0,38.33,0,4.794537184,0,5.907179729,6.606881965,11.43689811,6.9237372,0,31.18920547,5.316788604,4.736862954,5.25310941,0,10.68143227,2.679609552,0.787919501,0.750705494,7.280092593,0,4.067131178,0,0.3,13,1,3,0,0,0,1,0,1,2,1,3,3,0,0,0,1,2.0437,51.9147,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNIHJHMEQZAAS-UHFFFAOYSA-N,2-Chloro-2-methylbutane,CH3C(CH2CH3)(CH3)Cl,CCC(C)(C)Cl,-2.51,0.003090295,106.61,2.604,5.80914299,644381.391,5.717592593,0.013888889,5.717592593,0.013888889,0.450638842,106.596,95.508,106.054928,38,0,0.038762819,-0.119922425,0.119922425,0.038762819,1.5,1.666666667,1.666666667,35.49582501,10.14720875,2.063012502,-2.088069309,2.148395215,-2.05232779,6.228169717,0.671238769,3.168489873,33.69332843,5.207106781,4.585071254,5.3410002,2.560660172,2.249642408,2.627606881,2.072255266,3.095445454,0.840737402,1.107998644,0,0,0.29,12.16479704,6.29,1.83195668,4.29,44.50228571,0,0,0,0,0,0,0,0,0,11.60093989,6.9237372,20.26829602,4.874172291,0,0,11.60093989,0,0,0,32.06620551,0,0,0,0,0,0,0,11.60093989,4.874172291,0,0,27.19203322,0,0,0,0,0,0,0,0,4.874172291,0,6.420821623,0,0,13.8474744,6.9237372,11.60093989,0,5.717592593,0.013888889,0,0,0,0,1.036265432,6.093364198,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.4138,30.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSHWQDPOILHKBI-UHFFFAOYSA-N,Perylene,C[1]HCH=CHC[7]=CHCH=CHC[14]C[15]=CHCH=CHC[22]CH=CHCH=C(C@15=@22)C=@1C@7=@14,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.795,1.60E-09,252.32,5.551,-0.832909123,0.146923369,2.246574074,1.325468632,2.246574074,1.325468632,0.243454184,252.316,240.22,252.0939004,92,0,-0.002637426,-0.061010657,0.061010657,0.002637426,0.35,0.65,0.95,14.13796607,9.899198015,2.107015094,-2.132260883,2.390530371,-1.853291018,6.322221486,1.783109526,2.317610822,917.0049697,13.10408353,10.92820323,10.92820323,9.93265299,6.976067743,6.976067743,5.418517833,5.418517833,4.389742878,4.389742878,3.579771618,3.579771618,-2.6,107623.2543,10.2190235,3.486521568,1.119858604,116.1370861,0,0,0,0,0,0,0,0,0,0,72.79640482,43.08979372,0,0,0,43.08979372,0,0,0,0,0,72.79640482,0,0,0,0,0,0,0,0,0,0,72.79640482,0,43.08979372,0,0,0,0,0,0,0,0,43.08979372,0,0,72.79640482,0,0,0,0,10.8842706,0,0,26.44906274,0,0,0,0,20,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,5.7372,87.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTISQZXTUUHJNC-UHFFFAOYSA-N,1-Nitrooxybutan-2-yl Nitrate,CH(ON[+1](O[-1])=O)(CH2ON[+1](O[-1])=O)CH2CH3,CCC(CO[N+](=O)[O-])O[N+](=O)[O-],-1.888,0.012941958,180.14,1.028,1.560647748,36.36199879,9.771207483,-1.02185941,9.771207483,0.272638889,0.426084956,180.116,172.052,180.038236,70,0,0.294339669,-0.311559043,0.311559043,0.294339669,1.333333333,1.916666667,2.25,16.97374948,10.29414764,2.119838641,-2.092136841,1.98072752,-2.231198711,4.472122348,-0.7896135,3.671168213,170.9310205,9.560477932,6.335480765,6.335480765,5.55774931,3.143425872,3.143425872,1.878645721,1.878645721,1.056316663,1.056316663,0.488523605,0.488523605,-1.6,310.4874652,10.4,5.103601108,5.205794477,67.27519627,9.675177167,12.71084835,0,0,10.17323809,0,0,0,0,20.22863654,6.9237372,6.420821623,0,0,19.84841525,0,0,0,0,19.44852521,6.606881965,20.22863654,0,0,0,0,0,0,22.88408644,9.675177167,20.22863654,13.34455882,0,0,0,0,104.74,22.88408644,20.22863654,0,6.420821623,0,0,0,6.9237372,0,9.675177167,0,0,0,27.36575208,17.4102277,0,0,0,-0.61125,1.168603553,0,1,12,0,8,0,0,0,0,0,0,6,0,8,6,0,0,0,0,0.1816,35.1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTMHWPIWNRWQEG-UHFFFAOYSA-N,1-Methylcyclohexene,C[1](=CHCH2CH2CH2CH2@1)CH3,CC1=CCCCC1,-3.27,0.000537032,96.19,2.42,9.028018815,1066642331,2.350694444,1.325231481,2.350694444,1.325231481,0.406337924,96.173,84.077,96.09390038,40,0,-0.032297544,-0.085610129,0.085610129,0.032297544,1.428571429,2.285714286,2.571428571,14.01179479,10.0149981,1.947155177,-2.050050529,2.148397429,-1.84844011,4.998446395,0.701511426,2.402686087,80.03910002,5.112884175,4.905777394,4.905777394,3.39384685,3.050476816,3.050476816,2.296258731,2.296258731,1.518037688,1.518037688,0.99870012,0.99870012,-0.26,47.19725257,4.888367953,2.152715582,1.340210992,45.23346953,0,0,0,0,0,0,0,0,0,0,11.64912464,32.60702369,0,0,0,0,0,0,0,32.60702369,0,11.64912464,0,0,0,0,0,0,0,0,0,32.60702369,11.64912464,0,0,0,0,0,0,0,0,0,0,25.68328649,5.57310453,0,12.99975731,0,0,0,0,0,1.58912037,0,0,7.856157407,2.221388889,0,0.714285714,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.5067,32.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTQNGGLPUBDAKN-UHFFFAOYSA-N,O-Xylene,C[1](C(=CHCH=CHCH=@1)CH3)CH3,Cc1ccccc1C,-2.8,0.001584893,106.18,2.942,6.032286542,1077175.686,2.12037037,1.368055556,2.12037037,1.368055556,0.475757685,106.168,96.088,106.0782503,42,0,-0.039511492,-0.061985192,0.061985192,0.039511492,0.875,1.25,1.5,13.89538834,10.13197218,1.833370249,-1.930148756,2.021054566,-1.74333603,5.227784798,1.342538973,3.134861511,156.1481139,5.983127663,5.309401077,5.309401077,3.804530453,2.827350269,2.827350269,2.084258917,2.084258917,1.425569669,1.425569669,0.662677957,0.662677957,-0.78,72.49526583,5.358504155,1.993744712,0.890007391,50.16128735,0,0,0,0,0,0,0,0,0,0,24.26546827,24.97437738,0,0,0,0,0,0,0,13.8474744,0,35.39237126,0,0,0,0,0,0,0,0,13.8474744,11.12690298,24.26546827,0,0,0,0,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,0,0,0,0,2.736111111,0,8.356481481,0,4.240740741,0,0.25,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.30344,35.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSLUCNDVMMDHG-UHFFFAOYSA-N,Bromacil,BrC[2]=C(NHC(N(C@2=O)CH(CH2CH3)CH3)=O)CH3,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.52,0.003019952,261.14,1.798,-11.23848862,5.77E-12,11.7068287,-0.342546296,11.7068287,0.080416667,0.878196139,261.119,248.015,260.0160398,78,0,0.328349741,-0.310184665,0.328349741,0.310184665,1.5,2.071428571,2.571428571,79.91873104,10.23823269,2.120449593,-2.117271016,2.082881287,-2.376667767,9.103106943,0.485986775,3.529081536,447.1056683,10.87831518,8.4261317,10.01212824,6.485269665,4.495348353,5.288346623,3.30155931,4.09455758,2.280630443,3.214569043,1.216782641,1.506942963,-0.84,1094.568273,11.23598784,4.125446455,1.819827975,90.09597295,4.983978521,4.472719516,0,0,5.559266895,5.689743398,9.361636832,4.794537184,0,0,6.9237372,36.19823992,11.73576882,0,0,15.9299439,0,9.551078169,0,33.23387405,0,31.00473217,0,0,11.24901029,0,0,15.9299439,9.551078169,0,6.9237372,32.00406485,14.06179388,0,0,0,54.86,0,9.589074368,0,17.29085112,10.16664751,6.420821623,4.567099648,6.9237372,13.8474744,20.91392242,0,1.661365741,3.158130197,25.83046296,0,-0.036849017,0,-0.080416667,0.748499622,5.468807162,0,0.555555556,14,1,4,0,0,0,0,1,1,3,1,5,2,0,0,0,1,1.57852,58.7617,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTVRBEKNQHJPLX-UHFFFAOYSA-N,"2,2',3,4',5,6'-Hexachlorobiphenyl",ClC[2]=C(CH=C(CH=C@2C[10]=C(CH=C(CH=C@10Cl)Cl)Cl)Cl)Cl,Clc1cc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,-8.71,1.95E-09,360.86,6.47,4.422848629,26475.77179,6.142602671,0.334490741,6.142602671,0.334490741,0.468721024,360.882,356.85,357.8444162,94,0,0.06722776,-0.084263977,0.084263977,0.06722776,0.555555556,1,1.555555556,35.50178758,10.05538888,2.15616544,-2.111671307,2.432005789,-1.85294898,6.468353167,1.61056457,2.771654121,597.2000799,13.44722928,8.577187915,13.11276159,8.396754606,4.693294496,6.961081334,3.493589646,5.96602606,2.269205414,4.103846916,1.537409595,3.2550021,0.18,8721.044054,14.58622781,5.663673596,2.848294789,134.3080947,0,0,0,0,0,0,0,0,0,0,69.60563934,24.26546827,21.17216961,20.09053325,0,69.60563934,0,0,0,0,0,54.40126816,0,11.12690298,0,0,0,69.60563934,0,0,0,0,24.26546827,30.13579988,11.12690298,0,0,0,0,0,0,41.26270287,0,0,24.26546827,0,0,69.60563934,0,36.19415204,0,2.327209782,1.123117284,0,6.355520895,0,0,0,0,18,0,0,0,0,0,2,0,2,0,0,6,1,0,0,0,2,7.274,81.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVQODEWAPZVVBU-UHFFFAOYSA-N,"3,5-Xylyl methylcarbamate",NH(CH3)C(=O)OC[10]=CHC(=CHC(=CH@10)CH3)CH3,CNC(=O)Oc1cc(C)cc(C)c1,-2.58,0.002630268,179.24,1.818,-6.063785209,8.63E-07,10.8704743,-0.439814815,10.8704743,0.439814815,0.715837102,179.219,166.115,179.0946287,70,0,0.411838655,-0.41034501,0.411838655,0.41034501,1.230769231,1.769230769,2.230769231,16.54980436,10.1431421,2.01134734,-2.04622586,2.154291518,-2.215687971,5.695280847,0.202663688,2.827750711,300.4508263,9.844934983,8.048547388,8.048547388,6.113392203,4.094423243,4.094423243,2.962935052,2.962935052,1.609874378,1.609874378,1.149895669,1.149895669,-1.51,701.7512258,9.577032202,3.93735957,2.780670679,77.71610109,10.05365156,5.749511833,0,0,0,6.093240071,0,4.794537184,0,0,6.066367068,37.10711152,7.047671983,0,9.531400138,6.093240071,0,5.316788604,0,13.8474744,7.047671983,29.32600419,0,5.749511833,10.05365156,4.794537184,5.749511833,0,13.14091205,0,13.8474744,11.12690298,18.19910121,0,0,0,38.33,6.093240071,4.794537184,0,0,5.749511833,11.12690298,7.047671983,0,32.0465756,5.316788604,4.736862954,4.975138889,0,10.8704743,2.391214097,2.164635299,0.580416667,5.667847695,-0.439814815,3.924028723,1.532725813,0.3,13,1,3,0,0,0,1,0,1,2,1,3,1,0,0,0,1,2.02164,50.9997,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVRALZAYCYJELZ-UHFFFAOYSA-N,Leptophos,BrC[2]=C(Cl)CH=C(OP(=S)(OCH3)C[16]=CHCH=CHCH=CH@16)C(Cl)=CH@2,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,-5.66,2.19E-06,412.07,4.54,-1.30833282,0.049166261,6.154265418,-2.661472663,6.154265418,0.411021353,0.494170358,412.072,401.992,409.8699546,106,0,0.268396733,-0.438535155,0.438535155,0.268396733,1.1,1.75,2.35,79.91873116,10.33083928,2.23224303,-2.218713698,2.491119393,-2.101686687,9.103402198,0.401965755,2.410608615,666.920774,14.75071238,10.34730377,15.15608197,9.459344204,5.516032641,9.703063682,3.803617311,8.973560702,2.506116867,7.150203495,1.50969713,4.338654344,-0.09,29880.01084,16.28344352,6.780315058,3.563487438,140.8478678,9.047494323,5.749511833,0,0,6.491672436,0,0,0,0,0,41.40098099,45.93590119,22.95342402,10.04526663,9.047494323,62.7348921,0,0,0,0,7.109797541,56.98255562,0,5.749511833,9.828287058,0,5.749511833,45.62349611,7.109797541,16.33060325,0,0,46.937289,10.04526663,0,0,18.46,6.491672436,0,0,0,20.26749798,5.304539896,7.109797541,12.13273414,30.33183534,15.9299439,44.05623019,12.00968334,21.05234526,0,1.727966414,0,0.411021353,12.70832698,0,-2.661472663,1.529907092,0.076923077,20,0,2,0,0,0,2,0,2,3,0,7,4,0,0,0,2,5.4161,92.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVUGPAFCQJIYDT-UHFFFAOYSA-N,"O,P'-Ddt",ClC(Cl)(Cl)CH(C[7]=C(CH=CHCH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,-6.62,2.40E-07,354.48,6.166,-1.064710737,0.086156741,6.204207924,-1.5011678,6.204207924,0.455123457,0.540334122,354.491,345.419,351.9146887,100,0,0.200913599,-0.084344127,0.200913599,0.084344127,0.789473684,1.368421053,1.894736842,35.58259948,9.923401473,2.358116729,-2.258673305,2.469864263,-2.184311162,6.678990783,0.839403579,2.546652599,556.7941614,14.0436056,9.585974788,13.36561952,8.892865416,5.459654061,7.349476426,4.04768942,7.260264712,2.746892099,3.997728133,1.909302673,3.010743279,-0.11,15641.26844,15.28210125,6.114691574,3.710703006,136.7347127,0,0,0,3.792535936,0,0,0,0,0,0,88.33653479,29.32600419,10.04526663,5.917906046,0,58.00469945,0,0,0,9.710441982,0,69.70310616,0,0,0,0,0,58.00469945,3.792535936,0,0,17.04480903,48.53093655,10.04526663,0,0,0,9.710441982,0,0,0,10.04526663,11.12690298,0,18.19910121,30.33183534,0,58.00469945,-1.5011678,30.44479548,0,1.194213855,1.614804737,-0.455123457,14.50803274,0,0,0,0.142857143,19,0,0,0,0,0,2,0,2,0,0,5,2,0,0,0,2,6.4955,85.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
